function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
auparse_get_field_name,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_get_field_num,['auparse.h'],unsigned int,['auparse_state_t *au'],1,False,False,False
auparse_get_field_str,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_get_field_type,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_get_filename,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_get_line_number,['auparse.h'],unsigned int,['auparse_state_t *au'],1,False,False,False
auparse_get_milli,['auparse.h'],unsigned int,['auparse_state_t *au'],1,False,False,False
auparse_get_node,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_get_num_fields,['auparse.h'],unsigned int,['auparse_state_t *au'],1,False,False,False
auparse_get_num_records,['auparse.h'],unsigned int,['auparse_state_t *au'],1,False,False,False
auparse_get_record_num,['auparse.h'],unsigned int,['auparse_state_t *au'],1,False,False,False
auparse_get_record_text,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_get_serial,['auparse.h'],unsigned long,['auparse_state_t *au'],1,False,False,False
auparse_get_time,['auparse.h'],time_t,['auparse_state_t *au'],1,False,False,False
auparse_get_timestamp,['auparse.h'],const au_event_t *,['auparse_state_t *au'],1,False,False,False
auparse_get_type,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_get_type_name,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_goto_field_num,['auparse.h'],int,"['auparse_state_t *au', 'unsigned int num']",2,False,False,False
auparse_goto_record_num,['auparse.h'],int,"['auparse_state_t *au', 'unsigned int num']",2,False,False,False
auparse_init,['auparse.h'],auparse_state_t *,"['ausource_t source', 'const void *b']",2,False,False,False
auparse_interpret_field,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_interpret_realpath,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_interpret_sock_family,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_interpret_sock_port,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_interpret_sock_address,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_new_buffer,['auparse.h'],int,"['auparse_state_t *au', 'const char *data', 'size_t data_len']",3,False,False,False
auparse_next_event,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_next_field,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_next_record,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_node_compare,['auparse.h'],int,"['au_event_t *e1', 'au_event_t *e2']",2,False,False,False
auparse_normalize,['auparse.h'],int,"['auparse_state_t *au', 'normalize_option_t opt']",2,False,False,False
auparse_normalize_subject_kind,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_normalize_get_action,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_normalize_object_kind,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_normalize_how,['auparse.h'],const char *,['auparse_state_t *au'],1,False,False,False
auparse_normalize_subject_primary,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_subject_secondary,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_subject_first_attribute,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_subject_next_attribute,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_object_primary,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_object_secondary,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_object_primary2,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_object_first_attribute,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_object_next_attribute,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_get_results,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_normalize_key,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
auparse_set_eoe_timeout,['auparse.h'],int,['time_t new_tmo'],1,False,False,False
auparse_set_escape_mode,['auparse.h'],void,"['auparse_state_t *au', 'auparse_esc_t mode']",2,False,False,False
auparse_timestamp_compare,['auparse.h'],int,"['au_event_t *e1', 'au_event_t *e2']",2,False,False,False
ausearch_add_expression,['auparse.h'],int,"['auparse_state_t *au', 'const char *expression', 'char **error', 'ausearch_rule_t how']",4,False,False,False
ausearch_add_interpreted_item,['auparse.h'],int,"['auparse_state_t *au', 'const char *field', 'const char *op', 'const char *value', 'ausearch_rule_t how']",5,False,False,False
ausearch_add_item,['auparse.h'],int,"['auparse_state_t *au', 'const char *field', 'const char *op', 'const char *value', 'ausearch_rule_t how']",5,False,False,False
ausearch_add_regex,['auparse.h'],int,"['auparse_state_t *au', 'const char *regexp']",2,False,False,False
ausearch_add_timestamp_item,['auparse.h'],int,"['auparse_state_t *au', 'const char *op', 'time_t sec', 'unsigned milli', 'ausearch_rule_t how']",5,False,False,False
ausearch_add_timestamp_item_ex,['auparse.h'],int,"['auparse_state_t *au', 'const char *op', 'time_t sec', 'unsigned milli', 'unsigned serial', 'ausearch_rule_t how']",6,False,False,False
ausearch_clear,['auparse.h'],void,['auparse_state_t *au'],1,False,False,False
ausearch_next_event,['auparse.h'],int,['auparse_state_t *au'],1,False,False,False
ausearch_set_stop,['auparse.h'],int,"['auparse_state_t *au', 'austop_t where']",2,False,False,False
avc_entry_ref_init,"['selinux/selinux.h', 'selinux/avc.h']",void,['struct avc_entry_ref *aeref'],1,False,False,False
avc_has_perm,"['selinux/selinux.h', 'selinux/avc.h']",int,"['security_id_t ssid', 'security_id_t tsid', 'security_class_t tclass', 'access_vector_t requested', 'struct avc_entry_ref *aeref', 'void *auditdata']",6,False,False,False
avc_has_perm_noaudit,"['selinux/selinux.h', 'selinux/avc.h']",int,"['security_id_t ssid', 'security_id_t tsid', 'security_class_t tclass', 'access_vector_t requested', 'struct avc_entry_ref *aeref', 'struct av_decision *avd']",6,False,False,False
avc_audit,"['selinux/selinux.h', 'selinux/avc.h']",void,"['security_id_t ssid', 'security_id_t tsid', 'security_class_t tclass', 'access_vector_t requested', 'struct av_decision *avd', 'int result', 'void *auditdata']",7,False,False,False
avc_av_stats,"['selinux/selinux.h', 'selinux/avc.h']",void,['void'],0,False,False,False
avc_sid_stats,"['selinux/selinux.h', 'selinux/avc.h']",void,['void'],0,False,False,False
avc_cache_stats,"['selinux/selinux.h', 'selinux/avc.h']",void,['struct avc_cache_stats *stats'],1,False,False,False
avc_compute_create,"['selinux/selinux.h', 'selinux/avc.h']",int,"['security_id_t ssid', 'security_id_t tsid', 'security_class_t tclass', 'security_id_t *newsid']",4,False,False,False
avc_compute_member,"['selinux/selinux.h', 'selinux/avc.h']",int,"['security_id_t ssid', 'security_id_t tsid', 'security_class_t tclass', 'security_id_t *newsid']",4,False,False,False
avc_open,"['selinux/selinux.h', 'selinux/avc.h']",int,"['struct selinux_opt *options', 'unsigned nopt']",2,False,False,False
avc_destroy,"['selinux/selinux.h', 'selinux/avc.h']",void,['void'],0,False,False,False
avc_reset,"['selinux/selinux.h', 'selinux/avc.h']",int,['void'],0,False,False,False
avc_cleanup,"['selinux/selinux.h', 'selinux/avc.h']",void,['void'],0,False,False,False
avc_context_to_sid,"['selinux/selinux.h', 'selinux/avc.h']",int,"['char *ctx', 'security_id_t *sid']",2,False,False,False
avc_sid_to_context,"['selinux/selinux.h', 'selinux/avc.h']",int,"['security_id_t sid', 'char **ctx']",2,False,False,False
avc_get_initial_sid,"['selinux/selinux.h', 'selinux/avc.h']",int,"['const char *name', 'security_id_t *sid']",2,False,False,False
avc_init,"['selinux/selinux.h', 'selinux/avc.h']",int,"['const char *msgprefix', 'const struct avc_memory_callback *mem_callbacks', 'const struct avc_log_callback *log_callbacks', 'const struct avc_thread_callback *thread_callbacks', 'const struct avc_lock_callback *lock_callbacks']",5,False,False,False
avc_netlink_open,"['selinux/selinux.h', 'selinux/avc.h']",int,['int blocking'],1,False,False,False
avc_netlink_close,"['selinux/selinux.h', 'selinux/avc.h']",void,['void'],0,False,False,False
avc_netlink_acquire_fd,"['selinux/selinux.h', 'selinux/avc.h']",int,['void'],0,False,False,False
avc_netlink_release_fd,"['selinux/selinux.h', 'selinux/avc.h']",void,['void'],0,False,False,False
avc_netlink_loop,"['selinux/selinux.h', 'selinux/avc.h']",void,['void'],0,False,False,False
avc_netlink_check_nb,"['selinux/selinux.h', 'selinux/avc.h']",int,['void'],0,False,False,False
backtrace,['execinfo.h'],int ,"['void **buffer', 'int size']",2,False,False,False
*backtrace_symbols,['execinfo.h'],char *,"['void *const *buffer', 'int size']",2,False,False,False
backtrace_symbols_fd,['execinfo.h'],void ,"['void *const *buffer', 'int size', 'int fd']",3,False,False,False
basename,['libgen.h'],char *,['char *path'],1,False,False,False
 ,['libgen.h'],char *,['char *path'],1,False,True,False
baudrate,['curses.h'],int,['void'],0,False,False,False
erasechar,['curses.h'],char,['void'],0,False,False,False
erasewchar,['curses.h'],int,['wchar_t *ch'],1,False,False,False
has_ic,['curses.h'],bool,['void'],0,False,False,False
has_il,['curses.h'],bool,['void'],0,False,False,False
killchar,['curses.h'],char,['void'],0,False,False,False
killwchar,['curses.h'],int,['wchar_t *ch'],1,False,False,False
longname,['curses.h'],char *,['void'],0,False,False,False
term_attrs,['curses.h'],attr_t,['void'],0,False,False,False
termattrs,['curses.h'],chtype,['void'],0,False,False,False
termname,['curses.h'],char *,['void'],0,False,False,False
tgetent,"['curses.h', 'term.h']",int,"['char *bp', 'const char *name']",2,False,False,False
tgetflag,"['curses.h', 'term.h']",int,['const char *id'],1,False,False,False
tgetnum,"['curses.h', 'term.h']",int,['const char *id'],1,False,False,False
tgetstr,"['curses.h', 'term.h']",char *,"['const char *id', 'char **area']",2,False,False,False
tgoto,"['curses.h', 'term.h']",char *,"['const char *cap', 'int col', 'int row']",3,False,False,False
tputs,"['curses.h', 'term.h']",int,"['const char *str', 'int affcnt', 'int (*putc)(int)']",3,False,False,False
bcmp,['strings.h'],int,"['const void *s1', 'const void *s2', 'size_t n']",3,False,False,False
bcopy,['strings.h'],void,"['const void *src', 'void *dest', 'size_t n']",3,False,False,False
htobe16,['endian.h'],uint16_t,['uint16_t host_16bits'],1,False,False,False
htole16,['endian.h'],uint16_t,['uint16_t host_16bits'],1,False,False,False
be16toh,['endian.h'],uint16_t,['uint16_t big_endian_16bits'],1,False,False,False
le16toh,['endian.h'],uint16_t,['uint16_t little_endian_16bits'],1,False,False,False
htobe32,['endian.h'],uint32_t,['uint32_t host_32bits'],1,False,False,False
htole32,['endian.h'],uint32_t,['uint32_t host_32bits'],1,False,False,False
be32toh,['endian.h'],uint32_t,['uint32_t big_endian_32bits'],1,False,False,False
le32toh,['endian.h'],uint32_t,['uint32_t little_endian_32bits'],1,False,False,False
htobe64,['endian.h'],uint64_t,['uint64_t host_64bits'],1,False,False,False
htole64,['endian.h'],uint64_t,['uint64_t host_64bits'],1,False,False,False
be64toh,['endian.h'],uint64_t,['uint64_t big_endian_64bits'],1,False,False,False
le64toh,['endian.h'],uint64_t,['uint64_t little_endian_64bits'],1,False,False,False
beep,['curses.h'],int,['void'],0,False,False,False
flash,['curses.h'],int,['void'],0,False,False,False
ber_alloc_t,['lber.h'],BerElement *,['int options'],1,False,False,False
ber_flush,['lber.h'],int,"['Sockbuf *sb', 'BerElement *ber', 'int freeit']",3,True,False,False
ber_flush2,['lber.h'],int,"['Sockbuf *sb', 'BerElement *ber', 'int freeit']",3,True,False,False
ber_printf,['lber.h'],int,"['BerElement *ber', 'const char *fmt', '...']",3 or more,True,False,False
ber_put_int,['lber.h'],int,"['BerElement *ber', 'ber_int_t num', 'ber_tag_t tag']",3,True,False,False
ber_put_enum,['lber.h'],int,"['BerElement *ber', 'ber_int_t num', 'ber_tag_t tag']",3,True,False,False
ber_put_ostring,['lber.h'],int,"['BerElement *ber', 'const char *str', 'ber_len_t len', 'ber_tag_t tag']",4,True,False,False
ber_put_string,['lber.h'],int,"['BerElement *ber', 'const char *str', 'ber_tag_t tag']",3,True,False,False
ber_put_null,['lber.h'],int,"['BerElement *ber', 'ber_tag_t tag']",2,True,False,False
ber_put_boolean,['lber.h'],int,"['BerElement *ber', 'ber_int_t bool', 'ber_tag_t tag']",3,True,False,False
ber_put_bitstring,['lber.h'],int,"['BerElement *ber', 'const char *str', 'ber_len_t blen', 'ber_tag_t tag']",4,True,False,False
ber_start_seq,['lber.h'],int,"['BerElement *ber', 'ber_tag_t tag']",2,True,False,False
ber_start_set,['lber.h'],int,"['BerElement *ber', 'ber_tag_t tag']",2,True,False,False
ber_put_seq,['lber.h'],int,['BerElement *ber'],1,True,False,False
ber_put_set,['lber.h'],int,['BerElement *ber'],1,True,False,False
ber_bvfree,['lber.h'],void,['struct berval *bv'],1,False,False,False
ber_bvecfree,['lber.h'],void,['struct berval **bvec'],1,False,False,False
ber_bvecadd,['lber.h'],void,"['struct berval ***bvec', 'struct berval *bv']",2,False,False,False
ber_bvarray_free,['lber.h'],void,['struct berval *bvarray'],1,False,False,False
ber_bvarray_add,['lber.h'],void,"['BerVarray *bvarray', 'BerValue *bv']",2,False,False,False
ber_bvdup,['lber.h'],struct berval *,['const struct berval *bv'],1,False,False,False
ber_dupbv,['lber.h'],struct berval *,"['const struct berval *dst', 'struct berval *src']",2,False,False,False
ber_bvstr,['lber.h'],struct berval *,['const char *str'],1,False,False,False
ber_bvstrdup,['lber.h'],struct berval *,['const char *str'],1,False,False,False
ber_str2bv,['lber.h'],struct berval *,"['const char *str', 'ber_len_t len', 'int dup', 'struct berval *bv']",4,False,False,False
ber_init,['lber.h'],BerElement *,['struct berval *bv'],1,False,False,False
ber_init2,['lber.h'],void,"['BerElement *ber', 'struct berval *bv', 'int options']",3,False,False,False
ber_free,['lber.h'],void,"['BerElement *ber', 'int freebuf']",2,False,False,False
ber_get_next,['lber.h'],ber_tag_t,"['Sockbuf *sb', 'ber_len_t *len', 'BerElement *ber']",3,True,False,False
ber_skip_tag,['lber.h'],ber_tag_t,"['BerElement *ber', 'ber_len_t *len']",2,True,False,False
ber_peek_tag,['lber.h'],ber_tag_t,"['BerElement *ber', 'ber_len_t *len']",2,True,False,False
ber_scanf,['lber.h'],ber_tag_t,"['BerElement *ber', 'const char *fmt', '...']",3 or more,True,False,False
ber_get_int,['lber.h'],ber_tag_t,"['BerElement *ber', 'ber_int_t *num']",2,True,False,False
ber_get_enum,['lber.h'],ber_tag_t,"['BerElement *ber', 'ber_int_t *num']",2,True,False,False
ber_get_stringb,['lber.h'],ber_tag_t,"['BerElement *ber', 'char *buf', 'ber_len_t *len']",3,True,False,False
ber_get_stringa,['lber.h'],ber_tag_t,"['BerElement *ber', 'char **buf']",2,True,False,False
ber_get_stringal,['lber.h'],ber_tag_t,"['BerElement *ber', 'struct berval **bv']",2,True,False,False
ber_get_stringbv,['lber.h'],ber_tag_t,"['BerElement *ber', 'struct berval *bv', 'int alloc']",3,True,False,False
ber_get_null,['lber.h'],ber_tag_t,['BerElement *ber'],1,True,False,False
ber_get_boolean,['lber.h'],ber_tag_t,"['BerElement *ber', 'ber_int_t *bool']",2,True,False,False
ber_get_bitstringa,['lber.h'],ber_tag_t,"['BerElement *ber', 'char **buf', 'ber_len_t *blen']",3,True,False,False
ber_first_element,['lber.h'],ber_tag_t,"['BerElement *ber', 'ber_len_t *len', 'char **cookie']",3,True,False,False
ber_next_element,['lber.h'],ber_tag_t,"['BerElement *ber', 'ber_len_t *len', 'const char *cookie']",3,True,False,False
ber_memalloc,['lber.h'],void *,['ber_len_t bytes'],1,False,False,False
ber_memcalloc,['lber.h'],void *,"['ber_len_t nelems', 'ber_len_t bytes']",2,False,False,False
ber_memrealloc,['lber.h'],void *,"['void *ptr', 'ber_len_t bytes']",2,False,False,False
ber_memfree,['lber.h'],void,['void *ptr'],1,False,False,False
ber_memvfree,['lber.h'],void,['void **vec'],1,False,False,False
ber_sockbuf_alloc,['lber.h'],Sockbuf *,"['', 'void']",2,False,False,False
ber_sockbuf_free,['lber.h'],void,['Sockbuf *sb'],1,False,False,False
ber_sockbuf_ctrl,['lber.h'],int,"['Sockbuf *sb', 'int opt', 'void *arg']",3,False,False,False
