function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
drand48,['stdlib.h'],double,['void'],0,False,False,False
 ,['stdlib.h'],double,['void'],0,False,True,False
drand48_r,['stdlib.h'],int,"['struct drand48_data *restrict buffer', 'double *restrict result']",2,False,False,False
drem,['math.h'],double,"['double x', 'double y']",2,False,False,False
dremf,['math.h'],float,"['float x', 'float y']",2,False,False,False
dreml,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
dup,['unistd.h'],int,['int fildes'],1,False,True,False
dup2,['unistd.h'],int,"['int fildes', 'int fildes2']",2,False,True,False
duplocale,['locale.h'],locale_t,['locale_t locobj'],1,False,False,False
 ,['locale.h'],locale_t,['locale_t locobj'],1,False,True,False
dysize,['time.h'],int,['int year'],1,False,False,False
eaccess,['unistd.h'],int,"['const char *pathname', 'int mode']",2,False,False,True
ecb_crypt,['rpc/des_crypt.h'],int,"['char *key', 'char *data', 'unsigned int datalen', 'unsigned int mode']",4,False,False,False
ecvt,['stdlib.h'],char *,"['double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign']",4,False,False,False
ecvt_r,['stdlib.h'],int,"['double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign', 'char *restrict buf', 'size_t len']",6,False,False,False
encrypt,['unistd.h'],void,"['char block[64]', 'int edflag']",2,False,False,False
 ,['unistd.h'],void,"['char block[64]', 'int edflag']",2,False,True,False
encrypt_r,['crypt.h'],void,"['char *block', 'int edflag', 'struct crypt_data *data']",3,False,False,True
endaliasent,['aliases.h'],void,['void'],0,False,False,False
endfsent,['fstab.h'],void,['void'],0,False,False,False
endgrent,"['sys/types.h', 'grp.h']",void,['void'],0,False,False,False
 ,['grp.h'],void,['void'],0,False,True,False
endhostent,['netdb.h'],void,['void'],0,False,False,False
 ,['netdb.h'],void,['void'],0,False,True,False
endmntent,"['stdio.h', 'mntent.h']",int,['FILE *streamp'],1,False,False,False
endnetent,['netdb.h'],void,['void'],0,False,False,False
 ,['netdb.h'],void,['void'],0,False,True,False
endnetgrent,['netdb.h'],void,['void'],0,False,False,False
endprotoent,['netdb.h'],void,['void'],0,False,False,False
 ,['netdb.h'],void,['void'],0,False,True,False
endpwent,"['sys/types.h', 'pwd.h']",void,['void'],0,False,False,False
 ,['pwd.h'],void,['void'],0,False,True,False
endrpcent,['netdb.h'],void,['void'],0,False,False,False
endservent,['netdb.h'],void,['void'],0,False,False,False
 ,['netdb.h'],void,['void'],0,False,True,False
endspent,['shadow.h'],void,['void'],0,False,False,False
endttyent,['ttyent.h'],int,['void'],0,False,False,False
endusershell,['unistd.h'],void,['void'],0,False,False,False
endutent,['utmp.h'],void,['void'],0,False,False,False
endutxent,['utmpx.h'],void,['void'],0,False,True,False
envz_add,['envz.h'],error_t,"['char **restrict envz', 'size_t *restrict envz_len', 'const char *restrict name', 'const char *restrict value']",4,False,False,False
envz_entry,['envz.h'],char *,"['const char *restrict envz', 'size_t envz_len', 'const char *restrict name']",3,False,False,False
envz_get,['envz.h'],char *,"['const char *restrict envz', 'size_t envz_len', 'const char *restrict name']",3,False,False,False
envz_merge,['envz.h'],error_t,"['char **restrict envz', 'size_t *restrict envz_len', 'const char *restrict envz2', 'size_t envz2_len', 'int override']",5,False,False,False
envz_remove,['envz.h'],void,"['char **restrict envz', 'size_t *restrict envz_len', 'const char *restrict name']",3,False,False,False
envz_strip,['envz.h'],void,"['char **restrict envz', 'size_t *restrict envz_len']",2,False,False,False
erand48,['stdlib.h'],double,['unsigned short xsubi[3]'],1,False,False,False
 ,['stdlib.h'],double,['unsigned short xsubi[3]'],1,False,True,False
erand48_r,['stdlib.h'],int,"['unsigned short xsubi[3]', 'struct drand48_data *restrict buffer', 'double *restrict result']",3,False,False,False
erf,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
erfc,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
erfcf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
erfcl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
erff,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
erfl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
err,['err.h'],noreturn void,"['int eval', 'const char *fmt', '...']",3 or more,False,False,False
error,['rpc/rpc.h'],if the program does not have a standard,['as a program running as a server quite likely does not'],1,False,False,False
error_at_line,['error.h'],void,"['int status', 'int errnum', 'const char *filename', 'unsigned int linenum', 'const char *format', '...']",6 or more,True,False,False
errx,['err.h'],noreturn void,"['int eval', 'const char *fmt', '...']",3 or more,False,False,False
ether_aton,['netinet/ether.h'],struct ether_addr *,['const char *asc'],1,False,False,False
ether_aton_r,['netinet/ether.h'],struct ether_addr *,"['const char *asc', 'struct ether_addr *addr']",2,False,False,False
ether_hostton,['netinet/ether.h'],int,"['const char *hostname', 'struct ether_addr *addr']",2,False,False,False
ether_line,['netinet/ether.h'],int,"['const char *line', 'struct ether_addr *addr', 'char *hostname']",3,False,False,False
ether_ntoa,['netinet/ether.h'],char *,['const struct ether_addr *addr'],1,False,False,False
ether_ntoa_r,['netinet/ether.h'],char *,"['const struct ether_addr *addr', 'char *buf']",2,False,False,False
ether_ntohost,['netinet/ether.h'],int,"['char *hostname', 'const struct ether_addr *addr']",2,False,False,False
euidaccess,['unistd.h'],int,"['const char *pathname', 'int mode']",2,False,False,True
eventfd,['sys/eventfd.h'],int,"['unsigned int initval', 'int flags']",2,False,False,False
execl,['unistd.h'],int,"['const char *pathname', 'const char *arg', '...']",3 or more,False,False,False
 ,['unistd.h'],int,"['const char *path', 'const char *arg0', '...']",3 or more,False,True,False
execle,['unistd.h'],int,"['const char *pathname', 'const char *arg', '...']",3 or more,False,False,False
 ,['unistd.h'],int,"['const char *path', 'const char *arg0', '...']",3 or more,False,True,False
execlp,['unistd.h'],int,"['const char *file', 'const char *arg', '...']",3 or more,False,False,False
 ,['unistd.h'],int,"['const char *file', 'const char *arg0', '...']",3 or more,False,True,False
execv,['unistd.h'],int,"['const char *pathname', 'char *const argv[]']",2,False,False,False
 ,['unistd.h'],int,"['const char *path', 'char *const argv[]']",2,False,True,False
execve,['unistd.h'],int,"['const char *path', 'char *const argv[]', 'char *const envp[]']",3,False,True,False
execvp,['unistd.h'],int,"['const char *file', 'char *const argv[]']",2,False,False,False
 ,['unistd.h'],int,"['const char *file', 'char *const argv[]']",2,False,True,False
execvpe,['unistd.h'],int,"['const char *file', 'char *const argv[]', 'char *const envp[]']",3,False,False,False
exit,['stdlib.h'],noreturn void,['int status'],1,False,False,False
 ,['stdlib.h'],void,['int status'],1,False,True,False
exp,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
exp10,['math.h'],double,['double x'],1,False,False,True
exp10f,['math.h'],float,['float x'],1,False,False,True
exp10l,['math.h'],long double,['long double x'],1,False,False,True
exp2,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
exp2f,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
exp2l,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
expf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
expl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
explicit_bzero,['string.h'],void,"['void *s', 'size_t n']",2,False,False,False
expm1,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
expm1f,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
expm1l,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
fabs,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
fabsf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
fabsl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
faccessat,['unistd.h'],int,"['int fd', 'const char *path', 'int amode', 'int flag']",4,False,True,False
fattach,['stropts.h'],int,"['int fildes', 'const char *path']",2,False,True,False
fchdir,['unistd.h'],int,['int fildes'],1,False,True,False
fchmod,['sys/stat.h'],int,"['int fildes', 'mode_t mode']",2,False,True,False
fchmodat,['sys/stat.h'],int,"['int fd', 'const char *path', 'mode_t mode', 'int flag']",4,False,True,False
fchown,['unistd.h'],int,"['int fildes', 'uid_t owner', 'gid_t group']",3,False,True,False
fchownat,['unistd.h'],int,"['int fd', 'const char *path', 'uid_t owner', 'gid_t group', 'int flag']",5,False,True,False
fclose,['stdio.h'],int,['FILE *stream'],1,False,False,False
 ,['stdio.h'],int,['FILE *stream'],1,False,True,False
fcloseall,['stdio.h'],int,['void'],0,False,False,True
fcntl,['fcntl.h'],int,"['int fildes', 'int cmd', '...']",3 or more,False,True,False
fcvt,['stdlib.h'],char *,"['double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign']",4,False,False,False
fcvt_r,['stdlib.h'],int,"['double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign', 'char *restrict buf', 'size_t len']",6,False,False,False
fdatasync,['unistd.h'],int,['int fildes'],1,False,True,False
fdetach,['stropts.h'],int,['const char *path'],1,False,True,False
fdim,['math.h'],double,"['double x', 'double y']",2,False,False,False
 ,['math.h'],double,"['double x', 'double y']",2,False,True,False
fdimf,['math.h'],float,"['float x', 'float y']",2,False,False,False
 ,['math.h'],float,"['float x', 'float y']",2,False,True,False
fdiml,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
fdopen,['stdio.h'],FILE *,"['int fd', 'const char *mode']",2,False,False,False
 ,['stdio.h'],FILE *,"['int fildes', 'const char *mode']",2,False,True,False
fdopendir,"['sys/types.h', 'dirent.h']",DIR *,['int fd'],1,False,False,False
 ,['dirent.h'],DIR *,['int fd'],1,False,True,False
feclearexcept,['fenv.h'],int,['int excepts'],1,False,False,False
fedisableexcept,['fenv.h'],int,['int excepts'],1,False,False,True
feenableexcept,['fenv.h'],int,['int excepts'],1,False,False,True
fegetenv,['fenv.h'],int,['fenv_t *envp'],1,False,False,False
fegetexcept,['fenv.h'],int,['void'],0,False,False,True
fegetexceptflag,['fenv.h'],int,"['fexcept_t *flagp', 'int excepts']",2,False,False,False
fegetround,['fenv.h'],int,['void'],0,False,False,False
feholdexcept,['fenv.h'],int,['fenv_t *envp'],1,False,False,False
feof,['stdio.h'],int,['FILE *stream'],1,False,True,False
feof_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
feraiseexcept,['fenv.h'],int,['int excepts'],1,False,False,False
ferror,['stdio.h'],int,['FILE *stream'],1,False,True,False
ferror_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
fesetenv,['fenv.h'],int,['const fenv_t *envp'],1,False,False,False
fesetexceptflag,['fenv.h'],int,"['const fexcept_t *flagp', 'int excepts']",2,False,False,False
fesetround,['fenv.h'],int,['int rounding_mode'],1,False,False,False
fetestexcept,['fenv.h'],int,['int excepts'],1,False,False,False
feupdateenv,['fenv.h'],int,['const fenv_t *envp'],1,False,False,False
fexecve,['unistd.h'],int,"['int fd', 'char *const argv[]', 'char *const envp[]']",3,False,True,False
 ,['unistd.h'],int,"['int fd', 'char *const argv[]', 'char *const envp[]']",3,False,False,False
fflush,['stdio.h'],int,['FILE *stream'],1,False,False,False
 ,['stdio.h'],int,['FILE *stream'],1,False,True,False
fflush_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
ffs,['strings.h'],int,['int i'],1,False,False,False
 ,['strings.h'],int,['int i'],1,False,True,False
ffsl,['string.h'],int,['long i'],1,False,False,False
ffsll,['string.h'],int,['long long i'],1,False,False,False
fgetc,['stdio.h'],int,['FILE *stream'],1,False,False,False
 ,['stdio.h'],int,['FILE *stream'],1,False,True,False
fgetc_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
fgetgrent,"['stdio.h', 'sys/types.h', 'grp.h']",struct group *,['FILE *stream'],1,False,False,False
fgetgrent_r,['grp.h'],int,"['FILE *restrict stream', 'struct group *restrict gbuf', 'char *restrict buf', 'size_t buflen', 'struct group **restrict gbufp']",5,False,False,False
fgetpos,['stdio.h'],int,"['FILE *restrict stream', 'fpos_t *restrict pos']",2,False,False,False
 ,['stdio.h'],int,"['FILE *restrict stream', 'fpos_t *restrict pos']",2,False,True,False
fgetpwent,"['stdio.h', 'sys/types.h', 'pwd.h']",struct passwd *,['FILE *stream'],1,False,False,False
fgetpwent_r,['pwd.h'],int,"['FILE *restrict stream', 'struct passwd *restrict pwbuf', 'char *restrict buf', 'size_t buflen', 'struct passwd **restrict pwbufp']",5,False,False,False
fgets,['stdio.h'],char *,"['char *restrict s', 'int size', 'FILE *restrict stream']",3,False,False,False
 ,['stdio.h'],char *,"['char *restrict s', 'int n', 'FILE *restrict stream']",3,False,True,False
fgetspent,['shadow.h'],struct spwd *,['FILE *stream'],1,False,False,False
fgetspent_r,['shadow.h'],int,"['FILE *stream', 'struct spwd *spbuf', 'char *buf', 'size_t buflen', 'struct spwd **spbufp']",5,False,False,False
fgets_unlocked,['stdio.h'],char *,"['char *restrict s', 'int n', 'FILE *restrict stream']",3,False,False,False
fgetwc,"['stdio.h', 'wchar.h']",wint_t,['FILE *stream'],1,False,False,False
